Model_Index,Bird_Species,Wiki_Summary
2016,Quetzal,Summary currently unavailable.
2017,Rainbow Lorikeet,Summary currently unavailable.
2018,Razorbill,Summary currently unavailable.
2019,Red Bearded Bee Eater,Summary currently unavailable.
2020,Red Bellied Pitta,Summary currently unavailable.
2021,Red Bellied Woodpecker,Summary currently unavailable.
2022,Red Billed Tropicbird,Summary currently unavailable.
2023,Red Breasted Merganser,Summary currently unavailable.
2024,Red Browed Finch,Summary currently unavailable.
2025,Red Cockaded Woodpecker,Summary currently unavailable.
2026,Red Crossbill,Summary currently unavailable.
2027,Red Eyed Vireo,Summary currently unavailable.
2028,Red Faced Cormorant,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2029,Red Faced Warbler,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2030,Red Fody,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2031,Red Headed Duck,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2032,Red Headed Woodpecker,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2033,Red Knot,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2034,Red Legged Honeycreeper,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2035,Red Legged Kittiwake,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2036,Red Naped Trogon,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2037,Red Shouldered Hawk,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2038,Red Tailed Hawk,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2039,Red Tailed Thrush,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2040,Red Wattled Lapwing,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2041,Red Whiskered Bulbul,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2042,Red Winged Blackbird,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2043,Regent Bowerbird,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2044,Rhinoceros Auklet,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2045,Ring Billed Gull,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2046,Ring Necked Pheasant,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2047,Ringed Kingfisher,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2048,Roadrunner,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2049,Robins,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2050,Rock Dove,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2051,Rock Wren,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2052,Rose Breasted Cockatoo,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2053,Rose Breasted Grosbeak,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2054,Roseate Spoonbill,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2055,Rosy Faced Lovebird,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2056,Rough Leg Buzzard,Summary currently unavailable.
2057,Royal Flycatcher,Summary currently unavailable.
2058,Ruby Crowned Kinglet,Summary currently unavailable.
2059,Ruby Throated Hummingbird,Summary currently unavailable.
2060,Ruddy Shelduck,Summary currently unavailable.
2061,Rudy Kingfisher,Summary currently unavailable.
2062,Rufous Hummingbird,Summary currently unavailable.
2063,Rufous Kingfisher,Summary currently unavailable.
2064,Rufous Motmot,Summary currently unavailable.
2065,Rufous Treepie,Summary currently unavailable.
2066,Rufous Trepe,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2067,Rusty Blackbird,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2068,Sage Thrasher,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2069,Sand Martin,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2070,Sandhill Crane,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2071,Sandpipers,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2072,Sarus Crane,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2073,Satyr Tragopan,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2074,Savannah Sparrow,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2075,Sayornis,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2076,Says Phoebe,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2077,Scarlet Crowned Fruit Dove,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2078,Scarlet Faced Liocichla,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2079,Scarlet Ibis,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2080,Scarlet Macaw,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2081,Scarlet Tanager,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2082,Scissor Tailed Flycatcher,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2083,Scott Oriole,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2084,Seaside Sparrow,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2085,Shiny Cowbird,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2086,Shoebill,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2087,Short Billed Dowitcher,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2088,Shrikes,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2089,Slaty Backed Gull,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2090,Smiths Longspur,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2091,Snow Goose,Summary currently unavailable.
2092,Snow Partridge,Summary currently unavailable.
2093,Snowy Egret,Summary currently unavailable.
2094,Snowy Owl,Summary currently unavailable.
2095,Snowy Plover,Summary currently unavailable.
2096,Snowy Sheathbill,Summary currently unavailable.
2097,Song Sparrow,Summary currently unavailable.
2098,Sooty Albatross,Summary currently unavailable.
2099,Sora,Summary currently unavailable.
2100,Spangled Cotinga,Summary currently unavailable.
2101,Splendid Wren,Summary currently unavailable.
2102,Spoon Biled Sandpiper,Summary currently unavailable.
2103,Spotted Catbird,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2104,Spotted Whistling Duck,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2105,Squacco Heron,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2106,Sri Lanka Blue Magpie,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2107,Steamer Duck,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2108,Stork Billed Kingfisher,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2109,Storks,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2110,Striated Caracara,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2111,Striped Owl,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2112,Stripped Manakin,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2113,Stripped Swallow,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2114,Sumatran Thrush,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2115,Summer Tanager,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2116,Sunbirds,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2117,Sunbittern,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2118,Superb Starling,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2119,Surf Scoter,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
